job_title,experience_level,employment_type,company_size,company_location,employee_residence,industry,remote_ratio,years_experience,education_level,primary_language,has_ml_in_title,manages_people,team_size,certifications_count,weekly_hours,uses_ai_tools_daily,ai_tools_hours_per_week,salary_currency,salary_usd,equity_offered_pct,bonus_pct,job_satisfaction_score,interviews_to_offer,switched_jobs_last_year,upskilling_hours_per_month,fears_ai_automation_score
Data Engineer,Mid,Full-time,L,US,US,Finance,100,4.7,Masters,Python,False,False,9,0,36.6,False,2.5,USD,182488,0.008,10.0,8.1,2,False,0.9,5.3
Machine Learning Engineer,Lead,Full-time,L,GB,GB,Manufacturing,100,14.4,Self-taught,Python,True,True,7,5,53.9,True,9.5,GBP,117975,0.033,15.3,6.4,5,False,1.8,4.6
Analytics Engineer,Mid,Full-time,L,US,US,Energy,0,7.4,Bachelors,Python,False,True,8,0,48.0,False,3.9,USD,105902,0.083,6.1,7.7,3,False,15.2,3.5
AI Engineer,Mid,Full-time,M,DE,DE,Finance,50,7.6,Bachelors,Python,True,False,7,0,47.9,True,6.9,EUR,99607,0.022,13.3,7.3,5,False,6.5,3.0
AI Engineer,Mid,Full-time,L,US,US,Finance,100,3.3,Bachelors,SQL,True,False,14,0,53.7,True,7.7,USD,207076,0.0,6.0,6.4,10,False,6.9,4.2
Machine Learning Engineer,Mid,Full-time,S,GB,GB,Education,100,5.5,PhD,SQL,True,False,6,1,39.9,False,1.9,GBP,64458,0.136,13.1,4.2,6,False,17.2,4.7
Computer Vision Engineer,Mid,Freelance,L,IN,IN,Energy,0,3.6,Bachelors,SQL,True,False,5,0,50.3,False,1.7,INR,30348,0.052,9.3,5.7,8,False,13.5,5.9
Data Science Manager,Senior,Full-time,M,IN,IN,Technology,100,9.7,Bachelors,R,False,False,11,1,50.1,False,0.0,INR,46736,0.255,12.5,4.8,4,False,0.0,7.4
Machine Learning Engineer,Entry,Full-time,M,US,SG,Government,100,1.9,Masters,Python,True,False,10,0,41.5,True,13.4,USD,66637,0.192,4.7,5.5,2,True,12.2,6.1
AI Engineer,Executive,Full-time,M,DE,DE,Healthcare,0,19.1,Masters,Python,True,True,8,2,44.0,True,13.2,EUR,241036,0.0,21.3,8.1,9,False,8.0,3.9
Data Scientist,Entry,Full-time,L,US,US,Consulting,0,0.0,Bachelors,R,False,False,6,1,43.3,True,3.7,USD,90366,0.053,5.1,5.7,4,True,3.7,5.4
Analytics Engineer,Mid,Full-time,M,DE,DE,Education,50,6.8,Bachelors,Python,False,False,8,1,33.1,False,3.4,EUR,57635,0.0,10.0,7.8,3,False,4.9,7.2
MLOps Engineer,Entry,Part-time,M,BR,BR,Retail,100,3.8,Bootcamp,Python,False,False,7,2,43.1,False,4.4,BRL,13421,0.164,6.8,6.5,2,True,4.2,3.3
Data Scientist,Executive,Full-time,M,BR,BR,Technology,0,16.7,Bachelors,Python,False,True,8,3,43.0,False,1.5,BRL,68508,0.069,19.0,5.3,14,False,11.0,2.8
Data Scientist,Senior,Contract,M,PL,PL,Energy,100,11.5,Masters,Python,False,False,5,1,43.5,True,13.3,PLN,66717,0.0,12.9,7.0,5,False,11.4,6.7
Data Scientist,Entry,Full-time,S,DE,DE,Technology,100,2.3,Bootcamp,SQL,False,False,15,0,57.6,False,2.5,EUR,48582,0.221,8.4,6.1,4,False,10.9,5.0
Machine Learning Engineer,Mid,Freelance,M,SG,US,Retail,0,6.9,Bachelors,Python,True,False,9,2,46.7,True,9.4,SGD,54551,0.058,1.0,7.8,3,True,12.1,2.7
AI Engineer,Senior,Full-time,S,US,US,Government,0,8.0,Masters,Python,True,False,4,1,38.1,True,6.6,USD,146061,0.439,14.6,6.6,7,False,2.1,3.6
Data Scientist,Lead,Full-time,L,GB,GB,Retail,0,12.5,Bachelors,Python,False,True,6,0,43.3,False,4.6,GBP,126211,0.05,14.9,6.3,5,False,11.5,6.2
Data Science Manager,Entry,Full-time,L,ES,ES,Technology,50,3.0,Bachelors,Rust,False,False,10,4,45.5,True,5.7,EUR,75732,0.036,11.8,6.8,2,False,13.3,3.7
Data Scientist,Senior,Contract,M,CA,CA,Technology,0,10.3,Masters,Python,False,False,6,0,53.9,True,7.1,CAD,134667,0.031,15.6,5.4,3,False,7.6,6.2
Data Analyst,Mid,Full-time,S,US,US,Manufacturing,50,9.4,Bachelors,Python,False,True,13,5,41.3,True,18.8,USD,61617,0.875,3.7,6.5,2,False,5.5,4.9
Analytics Engineer,Mid,Full-time,M,US,US,Finance,0,6.2,Masters,Scala,False,False,6,1,48.0,False,4.4,USD,95704,0.024,16.0,7.8,5,False,4.7,4.7
Research Scientist,Senior,Full-time,S,ES,ES,Finance,50,8.0,PhD,Java,True,False,9,1,47.1,True,9.2,EUR,87450,0.746,10.3,5.2,5,False,12.0,3.7
LLM Engineer,Lead,Full-time,L,CA,CA,Finance,100,14.0,PhD,Java,True,True,13,0,54.4,True,3.4,CAD,241066,0.007,15.6,7.6,5,False,6.1,3.2
Business Intelligence Analyst,Senior,Full-time,S,GB,GB,Media,100,8.3,PhD,Python,False,False,12,0,51.5,False,0.0,GBP,70051,0.77,14.6,6.8,4,False,14.2,7.2
Data Science Manager,Mid,Full-time,L,US,US,Media,0,6.3,Self-taught,SQL,False,False,10,1,49.6,True,5.8,USD,175091,0.008,8.1,6.3,4,False,11.6,5.7
AI Engineer,Entry,Full-time,S,US,US,Technology,100,2.4,Masters,Python,True,False,11,1,39.4,True,14.1,USD,107981,0.0,1.4,4.0,1,True,9.0,3.7
AI Engineer,Mid,Full-time,L,NL,NL,Media,50,8.7,Bootcamp,SQL,True,False,4,1,50.4,True,13.8,EUR,106127,0.029,11.0,7.7,4,False,7.1,3.0
Data Scientist,Senior,Full-time,M,US,US,Finance,100,12.2,Masters,Scala,False,True,11,1,59.5,True,14.0,USD,177267,0.21,3.9,6.2,4,False,11.5,3.0
Machine Learning Engineer,Mid,Full-time,L,US,US,Technology,100,4.4,PhD,Python,True,False,14,1,37.7,False,0.7,USD,209315,0.0,6.1,7.2,2,False,5.2,3.4
Data Engineer,Lead,Full-time,M,US,US,Healthcare,50,13.1,Bachelors,Python,False,True,12,1,51.4,False,5.6,USD,180157,0.0,15.6,7.8,6,False,6.2,2.7
Data Scientist,Senior,Full-time,M,BR,NL,Retail,100,6.8,Masters,Python,False,False,7,4,49.8,True,1.1,BRL,37558,0.094,12.3,7.1,6,False,9.1,4.8
AI Engineer,Mid,Full-time,M,SG,SG,Government,50,6.2,Masters,Java,True,False,4,2,36.6,True,3.1,SGD,54224,0.146,11.7,5.8,4,False,12.9,2.5
Data Scientist,Senior,Full-time,M,US,US,Technology,0,14.2,Bachelors,SQL,False,False,9,0,37.6,True,20.2,USD,169400,0.098,10.4,6.4,3,False,12.6,4.9
Research Scientist,Mid,Full-time,S,IN,IN,Finance,0,8.5,Masters,Python,True,False,10,3,45.3,True,9.3,INR,37504,0.82,8.5,5.4,4,False,9.6,1.0
Data Science Manager,Mid,Full-time,M,CA,CA,Retail,0,5.9,Bachelors,Python,False,False,4,1,37.4,True,15.3,CAD,94905,0.0,5.7,7.1,11,False,7.9,5.5
Machine Learning Engineer,Entry,Full-time,M,ES,ES,Finance,100,2.8,Bachelors,Python,True,False,8,1,42.4,True,9.0,EUR,66165,0.076,5.8,7.4,4,False,5.8,2.5
Research Scientist,Mid,Full-time,L,DE,DE,Manufacturing,100,6.7,Bachelors,Python,True,False,9,0,45.9,True,4.8,EUR,78826,0.0,6.6,6.8,4,False,4.7,5.6
Data Scientist,Entry,Full-time,S,FR,FR,Technology,0,0.0,PhD,Python,False,False,7,1,40.5,False,4.6,EUR,56820,0.0,5.4,6.0,2,True,6.7,5.9
Data Engineer,Executive,Full-time,M,US,ES,Consulting,100,21.6,Masters,Python,False,True,10,3,50.4,True,4.5,USD,236767,0.096,12.8,8.5,7,False,6.6,4.0
Data Scientist,Mid,Full-time,M,US,US,Media,50,6.9,Masters,R,False,False,4,2,41.4,True,9.9,USD,102812,0.064,16.8,5.1,6,False,4.1,6.9
Data Analyst,Mid,Full-time,S,US,US,Consulting,50,4.6,Bachelors,R,False,False,8,2,35.9,False,2.4,USD,68538,0.671,6.5,8.7,8,False,6.7,6.5
Data Scientist,Mid,Contract,S,US,US,Technology,100,6.9,Bachelors,Python,False,False,8,1,48.2,True,12.4,USD,112077,0.269,1.6,4.9,4,False,9.2,6.6
Machine Learning Engineer,Mid,Contract,M,IN,IN,Technology,0,4.8,Masters,Python,True,False,9,1,40.6,True,7.8,INR,35436,0.138,1.0,6.0,3,False,15.2,5.4
Analytics Engineer,Mid,Full-time,S,DE,DE,Technology,50,4.7,Self-taught,Scala,False,False,11,0,43.4,False,3.0,EUR,71654,0.022,9.7,5.4,5,False,15.4,5.4
MLOps Engineer,Executive,Full-time,M,AU,AU,Education,100,17.7,Masters,Python,False,True,6,3,60.3,True,20.3,AUD,180024,0.073,21.4,6.8,3,False,0.0,3.2
Data Science Manager,Senior,Full-time,L,NL,NL,Retail,50,12.3,Masters,Python,False,True,5,3,38.2,True,9.1,EUR,129031,0.015,15.2,7.1,8,True,9.4,3.2
Business Intelligence Analyst,Mid,Full-time,L,GB,GB,Retail,0,9.5,PhD,Python,False,False,10,3,45.9,True,11.3,GBP,110240,0.0,9.8,4.7,6,False,10.3,6.3
MLOps Engineer,Entry,Contract,L,NL,NL,Healthcare,0,1.7,Masters,Python,False,False,9,2,31.1,False,4.7,EUR,71324,0.036,1.2,8.3,5,True,14.8,3.0
Analytics Engineer,Entry,Full-time,L,DE,DE,Retail,100,2.6,Masters,Rust,False,False,6,1,48.7,True,7.9,EUR,61901,0.012,4.2,4.7,3,True,12.2,4.8
AI Engineer,Entry,Full-time,M,PL,PL,Healthcare,0,2.7,Masters,SQL,True,False,6,0,37.8,True,16.1,PLN,43411,0.047,5.6,3.9,3,True,20.8,6.2
Data Scientist,Mid,Full-time,S,US,US,Technology,0,4.6,Bachelors,Python,False,False,6,2,46.4,True,12.4,USD,79836,0.108,2.4,6.8,3,False,11.1,5.5
Analytics Engineer,Mid,Full-time,M,US,GB,Technology,100,6.2,PhD,Python,False,False,5,0,37.0,False,3.4,USD,120271,0.0,10.9,8.3,6,False,9.5,5.3
AI Engineer,Senior,Full-time,M,IN,IN,Energy,50,10.1,Bachelors,Python,True,False,6,3,51.3,True,8.8,INR,42072,0.048,9.0,4.7,7,False,9.3,3.6
Computer Vision Engineer,Lead,Full-time,L,CA,GB,Media,100,11.5,Masters,Python,True,True,4,1,51.9,True,11.4,CAD,227110,0.034,18.3,8.2,8,True,13.1,4.6
Data Analyst,Mid,Full-time,L,US,US,Finance,50,4.8,Masters,SQL,False,False,3,1,38.0,True,9.1,USD,124228,0.001,9.2,5.3,6,False,8.9,3.9
Computer Vision Engineer,Mid,Full-time,S,AU,AU,Finance,0,5.7,Bachelors,Python,True,False,13,3,37.3,True,12.6,AUD,104900,0.895,10.1,7.5,2,False,8.7,1.7
Data Analyst,Entry,Full-time,S,DE,DE,Healthcare,100,3.3,Masters,Python,False,False,4,1,43.4,True,15.8,EUR,48541,0.235,14.1,8.9,6,False,9.8,9.0
Data Scientist,Lead,Full-time,S,GB,GB,Media,0,14.1,Bachelors,Python,False,True,10,1,51.5,True,16.6,GBP,110987,0.554,13.0,6.4,11,True,0.9,4.2
Research Scientist,Mid,Contract,M,CA,CA,Consulting,100,3.4,PhD,SQL,True,False,7,1,36.3,True,14.0,CAD,100809,0.234,6.3,8.1,8,False,15.8,6.8
Data Engineer,Mid,Contract,M,GB,GB,Technology,100,5.3,Bachelors,SQL,False,False,7,1,40.3,True,10.6,GBP,92552,0.063,11.6,7.7,3,False,4.2,5.5
AI Engineer,Entry,Full-time,M,IN,US,Media,100,1.4,Masters,SQL,True,False,7,2,50.1,True,10.9,INR,27981,0.067,9.1,4.3,4,False,16.2,6.3
Data Engineer,Senior,Full-time,M,US,US,Consulting,100,10.8,Masters,Scala,False,False,6,3,39.3,True,11.6,USD,112851,0.203,12.1,5.9,7,True,0.0,5.2
Data Analyst,Mid,Full-time,S,AU,AU,Healthcare,100,9.2,Masters,Python,False,False,5,1,48.4,False,4.1,AUD,78248,0.142,4.2,6.7,4,False,11.9,5.5
Business Intelligence Analyst,Mid,Full-time,M,NL,NL,Technology,100,7.1,Masters,Python,False,True,9,0,42.7,True,15.3,EUR,47433,0.161,5.5,6.0,5,True,6.0,6.4
LLM Engineer,Senior,Full-time,M,IN,CA,Finance,100,14.9,Bachelors,SQL,True,False,9,2,45.2,True,3.5,INR,59255,0.0,12.5,6.3,3,True,12.6,3.9
Data Engineer,Mid,Part-time,M,AU,AU,Retail,50,3.3,PhD,SQL,False,True,6,2,47.2,True,7.2,AUD,67581,0.173,8.6,6.6,4,False,9.6,5.3
Data Engineer,Lead,Full-time,M,ES,ES,Technology,0,15.1,Bootcamp,R,False,True,8,2,43.4,True,9.6,EUR,81780,0.222,12.0,4.8,6,False,7.6,6.2
Analytics Engineer,Entry,Full-time,M,US,US,Retail,50,2.8,Bachelors,Python,False,False,10,0,41.9,True,12.8,USD,84892,0.053,0.0,7.4,5,False,4.5,5.3
Machine Learning Engineer,Mid,Full-time,L,SG,SG,Technology,50,6.9,PhD,Scala,True,False,11,0,38.5,True,2.1,SGD,99721,0.013,10.2,6.9,3,False,8.9,3.6
MLOps Engineer,Senior,Full-time,M,IN,IN,Manufacturing,0,6.3,PhD,Java,False,True,10,1,48.7,False,1.3,INR,46738,0.131,11.7,5.1,5,False,6.2,2.9
Computer Vision Engineer,Entry,Full-time,L,US,US,Technology,0,3.0,Bachelors,Python,True,True,8,0,48.8,True,12.6,USD,96163,0.001,12.4,5.6,4,True,8.0,4.9
LLM Engineer,Lead,Freelance,M,DE,DE,Technology,50,14.8,Bachelors,R,True,True,9,3,46.4,True,20.6,EUR,109074,0.161,11.1,9.6,7,False,13.2,5.3
AI Engineer,Lead,Part-time,M,AU,AU,Finance,50,14.9,PhD,Python,True,True,8,0,49.8,True,13.1,AUD,115713,0.21,20.4,6.2,2,False,7.7,3.6
Analytics Engineer,Mid,Full-time,L,GB,GB,Consulting,0,5.3,Masters,SQL,False,False,8,1,48.7,True,10.2,GBP,85859,0.065,10.8,7.0,7,False,15.8,4.8
Data Analyst,Mid,Freelance,S,US,US,Consulting,50,7.0,Bachelors,Python,False,False,9,2,46.2,False,1.2,USD,62620,0.0,8.8,7.9,5,False,7.3,6.0
LLM Engineer,Mid,Full-time,S,NL,NL,Retail,0,3.6,Bachelors,Python,True,False,8,1,40.0,True,14.1,EUR,85637,0.0,17.0,6.8,5,False,4.2,5.7
Data Analyst,Mid,Full-time,M,FR,FR,Technology,50,4.0,Masters,Python,False,False,6,2,55.3,True,14.1,EUR,60639,0.038,4.6,6.3,6,False,14.1,4.1
Machine Learning Engineer,Mid,Contract,L,DE,DE,Technology,0,6.4,Bachelors,Python,True,False,9,1,46.0,False,1.7,EUR,91087,0.0,12.0,5.7,2,True,19.9,5.2
AI Engineer,Mid,Full-time,M,FR,FR,Finance,50,5.7,Masters,R,True,False,8,2,50.2,True,6.6,EUR,117724,0.201,12.8,6.8,3,False,9.5,2.7
Data Engineer,Entry,Full-time,L,CA,CA,Technology,0,0.7,Bachelors,R,False,False,7,3,40.4,False,0.8,CAD,102895,0.046,7.1,7.3,5,False,8.6,5.7
LLM Engineer,Lead,Full-time,M,CA,CA,Technology,50,11.7,Self-taught,SQL,True,True,4,4,43.3,True,7.0,CAD,135603,0.0,19.1,6.2,6,True,4.8,3.6
AI Engineer,Senior,Freelance,M,DE,DE,Finance,0,10.9,PhD,Python,True,False,4,0,43.1,True,12.7,EUR,93032,0.181,8.9,6.6,4,False,5.4,5.1
Computer Vision Engineer,Mid,Part-time,S,AU,AU,Finance,100,8.1,Bootcamp,Java,True,False,4,1,53.3,True,8.1,AUD,57978,0.217,7.2,5.8,2,True,2.5,4.0
Data Analyst,Senior,Full-time,M,AU,AU,Healthcare,50,10.2,PhD,SQL,False,False,7,0,47.6,False,1.9,AUD,105014,0.037,13.5,8.6,1,False,4.4,5.0
MLOps Engineer,Entry,Full-time,M,US,GB,Media,50,0.3,Bachelors,Python,False,False,8,1,34.5,True,22.2,USD,67419,0.0,11.1,7.3,7,True,9.4,6.0
Data Analyst,Entry,Full-time,M,US,US,Technology,100,3.2,Masters,Python,False,False,9,0,34.3,True,8.6,USD,67833,0.04,6.4,10.0,4,False,7.4,5.5
Data Analyst,Senior,Full-time,M,US,US,Finance,100,9.5,Bootcamp,Java,False,False,6,3,46.6,False,2.8,USD,107804,0.167,13.1,5.5,8,True,14.8,7.5
Machine Learning Engineer,Senior,Full-time,M,BR,BR,Government,50,11.7,Bachelors,Python,True,False,9,1,43.8,False,2.9,BRL,38757,0.064,13.6,5.2,7,True,2.8,4.2
Business Intelligence Analyst,Mid,Full-time,M,ES,ES,Technology,0,7.7,Bootcamp,Python,False,False,9,1,39.3,True,13.1,EUR,35541,0.0,2.0,6.0,5,False,15.6,6.7
Machine Learning Engineer,Senior,Full-time,S,US,US,Technology,0,11.1,Masters,R,True,False,12,1,35.7,True,11.7,USD,213816,0.365,11.9,6.8,5,False,8.1,1.9
AI Engineer,Senior,Contract,M,GB,GB,Energy,50,11.2,Masters,Python,True,False,9,0,45.5,False,1.1,GBP,117511,0.123,16.6,7.2,6,False,8.8,3.0
Data Science Manager,Senior,Full-time,S,US,US,Retail,0,9.0,Bachelors,Python,False,False,8,1,40.2,True,16.9,USD,103983,0.571,18.4,5.2,4,False,0.0,3.8
Data Analyst,Executive,Full-time,M,GB,GB,Healthcare,0,19.2,Bachelors,SQL,False,True,8,4,65.0,True,10.6,GBP,87109,0.046,17.7,4.9,9,True,1.1,6.3
LLM Engineer,Entry,Full-time,S,US,US,Technology,50,4.3,Bachelors,SQL,True,False,10,2,29.6,False,4.4,USD,118289,0.751,4.0,7.8,6,False,0.0,7.9
Analytics Engineer,Senior,Full-time,M,US,US,Manufacturing,100,11.6,Masters,Python,False,False,9,2,43.0,True,9.6,USD,128794,0.0,7.9,8.2,3,True,0.0,2.4
Research Scientist,Mid,Full-time,M,US,US,Finance,0,8.6,Masters,SQL,True,False,14,4,43.0,True,14.2,USD,101676,0.084,9.2,6.2,5,True,13.8,4.5
Data Engineer,Mid,Part-time,L,US,US,Finance,50,9.1,Bachelors,SQL,False,False,9,2,44.0,False,2.5,USD,64622,0.011,6.4,8.5,5,False,5.9,8.3
Business Intelligence Analyst,Senior,Full-time,L,GB,GB,Healthcare,100,13.9,Masters,Python,False,False,2,2,42.8,True,6.0,GBP,126066,0.063,12.5,6.9,3,False,11.3,5.6
Data Science Manager,Executive,Contract,M,GB,GB,Consulting,50,15.3,PhD,Python,False,True,5,2,37.4,False,0.2,GBP,181836,0.054,20.0,7.4,12,False,13.0,3.9
Data Engineer,Mid,Full-time,S,ES,ES,Retail,100,4.2,Masters,Rust,False,False,7,2,46.6,True,6.2,EUR,52572,0.361,5.7,8.0,4,False,4.0,7.5
Machine Learning Engineer,Entry,Contract,M,BR,BR,Media,100,4.8,Bootcamp,Python,True,False,8,3,40.2,False,3.9,BRL,14786,0.0,5.3,6.3,2,True,14.4,3.1
MLOps Engineer,Lead,Full-time,S,US,US,Retail,50,15.9,Masters,Python,False,True,6,0,30.5,False,1.1,USD,177537,0.258,17.2,8.9,4,False,5.3,5.8
Machine Learning Engineer,Mid,Full-time,S,US,US,Technology,100,7.2,Bachelors,Python,True,False,7,1,39.1,False,1.8,USD,109416,0.173,4.8,8.0,3,False,17.9,5.6
Data Analyst,Mid,Full-time,L,GB,GB,Healthcare,0,5.1,Bachelors,Python,False,False,6,1,45.3,True,10.6,GBP,69595,0.02,6.8,8.0,5,False,11.9,6.6
Business Intelligence Analyst,Mid,Full-time,L,GB,GB,Manufacturing,100,4.5,Bachelors,Python,False,False,7,1,41.5,True,8.9,GBP,58551,0.054,15.7,5.7,2,False,11.6,6.6
Research Scientist,Entry,Full-time,S,US,US,Media,0,2.1,Bootcamp,Python,True,False,14,1,44.7,False,2.5,USD,73556,0.393,2.8,7.2,5,False,9.7,6.2
Machine Learning Engineer,Entry,Full-time,M,PL,PL,Manufacturing,50,0.7,PhD,Python,True,False,6,0,41.8,True,9.0,PLN,47722,0.0,0.0,4.5,4,False,8.9,6.1
Machine Learning Engineer,Entry,Full-time,L,IN,IN,Technology,0,4.4,Bachelors,Rust,True,False,8,0,42.2,False,0.6,INR,41201,0.013,8.4,4.4,4,False,6.5,5.9
Research Scientist,Entry,Freelance,M,US,US,Retail,100,0.3,Bachelors,Python,True,False,7,3,41.4,True,18.5,USD,75899,0.056,7.0,5.6,2,False,5.1,5.4
Data Engineer,Entry,Full-time,M,GB,GB,Technology,50,2.8,PhD,Python,False,False,9,2,47.9,False,2.2,GBP,71281,0.0,7.6,6.2,9,False,10.7,7.4
AI Engineer,Senior,Full-time,S,US,US,Retail,50,10.2,PhD,Python,True,False,4,4,46.1,False,2.3,USD,168759,0.165,13.0,6.6,3,False,13.3,2.8
Data Scientist,Mid,Full-time,M,US,CA,Technology,100,6.7,Bachelors,Python,False,False,7,3,50.0,True,8.1,USD,118646,0.07,9.7,6.0,7,False,3.3,4.3
Data Engineer,Entry,Full-time,M,BR,US,Government,100,2.9,Bootcamp,Python,False,False,14,2,34.0,False,0.7,BRL,17368,0.082,7.7,6.0,3,False,11.4,5.5
LLM Engineer,Lead,Full-time,M,DE,DE,Finance,0,14.7,Masters,SQL,True,True,7,2,41.0,True,9.8,EUR,149822,0.032,15.7,6.8,5,False,18.9,2.5
Data Scientist,Executive,Freelance,M,US,US,Healthcare,0,19.5,Bachelors,Python,False,True,5,2,50.7,True,0.5,USD,154355,0.042,20.5,6.2,6,False,5.5,3.7
MLOps Engineer,Lead,Full-time,L,US,US,Manufacturing,100,14.1,Bachelors,Python,False,True,8,5,50.7,True,5.6,USD,230471,0.02,18.0,7.9,5,False,6.1,2.1
MLOps Engineer,Mid,Freelance,S,NL,NL,Media,50,5.9,Self-taught,Scala,False,False,8,0,44.4,False,3.5,EUR,47062,0.804,11.6,6.0,6,False,9.1,4.6
Analytics Engineer,Mid,Contract,M,US,US,Consulting,0,6.4,Bachelors,Python,False,False,4,2,51.8,False,3.4,USD,95038,0.173,11.0,6.6,2,False,4.7,1.0
Data Scientist,Senior,Contract,M,IN,IN,Finance,100,13.6,Self-taught,SQL,False,False,9,4,45.4,True,9.4,INR,35863,0.135,22.1,5.9,3,False,3.8,4.9
LLM Engineer,Senior,Full-time,L,GB,GB,Energy,0,12.3,PhD,Python,True,False,11,5,47.9,False,5.6,GBP,140567,0.0,9.1,6.9,7,False,2.0,5.5
Data Analyst,Senior,Full-time,S,NL,NL,Technology,0,9.3,Bachelors,Python,False,False,10,1,34.2,True,7.8,EUR,61922,0.088,11.9,7.4,7,True,0.0,7.4
Data Analyst,Mid,Full-time,M,US,GB,Retail,50,3.5,Bachelors,Python,False,False,6,3,49.9,True,11.7,USD,73523,0.079,7.3,7.3,3,True,13.2,4.9
Data Scientist,Lead,Full-time,M,US,IN,Technology,100,17.3,Masters,Python,False,True,6,2,34.5,True,9.2,USD,194810,0.0,14.2,7.4,3,False,13.2,4.9
AI Engineer,Senior,Full-time,M,IN,IN,Energy,0,12.2,PhD,SQL,True,True,9,3,41.6,True,10.0,INR,48633,0.289,6.5,5.1,5,False,9.1,5.2
MLOps Engineer,Senior,Full-time,M,DE,DE,Technology,0,7.7,Masters,SQL,False,False,10,1,46.0,False,3.4,EUR,106719,0.0,12.4,8.2,3,False,4.0,6.0
Research Scientist,Mid,Full-time,M,IN,IN,Technology,0,7.3,Bachelors,Python,True,False,10,0,40.6,True,11.3,INR,41570,0.173,13.3,6.6,1,True,0.0,7.6
Computer Vision Engineer,Mid,Full-time,M,AU,AU,Technology,0,7.8,Bachelors,Python,True,False,8,1,39.4,True,11.9,AUD,104683,0.047,8.6,4.5,3,False,9.4,4.0
Data Engineer,Senior,Full-time,M,CA,CA,Technology,100,8.8,PhD,Python,False,False,8,0,38.5,True,12.8,CAD,141491,0.0,15.0,6.9,8,False,17.0,3.8
Data Scientist,Entry,Full-time,M,CA,CA,Media,0,6.8,Masters,Python,False,False,9,0,38.7,True,11.5,CAD,53807,0.111,6.8,4.3,2,False,4.6,4.8
Data Engineer,Mid,Full-time,M,US,US,Technology,100,6.7,Masters,Python,False,False,5,2,48.4,False,3.5,USD,118442,0.04,4.7,6.4,6,False,0.0,7.0
Data Analyst,Entry,Full-time,M,US,US,Education,0,3.3,Masters,Python,False,False,9,0,47.0,False,3.7,USD,48150,0.054,6.7,8.0,4,False,10.6,5.0
MLOps Engineer,Entry,Full-time,L,US,US,Consulting,0,1.3,Masters,Python,False,False,11,3,38.3,False,1.9,USD,139348,0.025,6.1,9.4,2,False,7.6,6.1
Analytics Engineer,Lead,Full-time,S,US,US,Consulting,100,15.7,Masters,R,False,True,9,2,32.5,True,20.2,USD,241164,0.169,9.7,7.8,7,False,10.4,4.4
Machine Learning Engineer,Lead,Full-time,L,US,US,Finance,0,17.8,Masters,SQL,True,True,4,2,51.3,True,6.3,USD,217905,0.046,11.3,5.5,3,False,8.1,5.1
Data Analyst,Entry,Full-time,M,IN,US,Consulting,100,0.0,Bachelors,R,False,False,13,1,42.2,False,1.7,INR,15504,0.0,3.4,6.0,2,False,8.4,7.0
Machine Learning Engineer,Mid,Full-time,L,US,US,Manufacturing,100,6.6,Bachelors,Python,True,False,12,3,43.2,True,15.4,USD,106277,0.024,5.1,8.4,1,False,4.2,4.0
Research Scientist,Mid,Full-time,M,US,US,Technology,100,8.1,Masters,Rust,True,False,3,4,41.7,True,13.7,USD,150981,0.122,7.4,8.8,4,False,10.7,3.8
Data Analyst,Entry,Full-time,L,GB,GB,Healthcare,100,4.6,Masters,Java,False,False,5,0,40.2,True,17.2,GBP,48751,0.03,4.7,6.7,4,False,11.4,6.9
Machine Learning Engineer,Mid,Full-time,M,US,US,Media,0,5.2,Bootcamp,Python,True,False,7,1,39.8,False,1.1,USD,94711,0.069,9.8,6.2,5,False,3.8,4.4
Data Analyst,Entry,Full-time,M,AU,AU,Technology,0,0.0,Masters,Python,False,False,8,3,39.5,True,14.1,AUD,66700,0.114,7.7,8.0,2,False,11.4,5.9
Analytics Engineer,Mid,Full-time,S,IN,IN,Finance,50,9.6,Bachelors,Python,False,False,7,0,49.0,False,0.7,INR,24507,0.398,11.8,6.4,4,False,6.4,5.3
Machine Learning Engineer,Mid,Freelance,L,DE,DE,Technology,100,8.8,Masters,SQL,True,False,9,6,40.6,True,7.1,EUR,98891,0.005,2.4,8.7,5,True,5.3,4.2
Machine Learning Engineer,Lead,Full-time,S,BR,US,Education,100,11.0,Masters,Python,True,True,6,4,46.2,False,1.8,BRL,45783,0.808,11.2,8.3,8,False,16.0,6.5
Machine Learning Engineer,Mid,Full-time,M,US,US,Technology,0,5.8,Masters,SQL,True,False,12,0,44.7,True,12.0,USD,195571,0.11,9.3,6.9,5,False,15.2,3.7
Data Engineer,Mid,Full-time,M,NL,NL,Technology,0,7.9,Masters,Python,False,False,7,0,41.9,False,0.0,EUR,92398,0.0,12.8,5.3,5,True,12.0,4.9
Business Intelligence Analyst,Mid,Full-time,M,CA,CA,Technology,50,7.9,Bachelors,Python,False,False,10,5,48.3,False,2.2,CAD,86395,0.0,2.6,4.8,3,True,9.4,7.0
Data Scientist,Senior,Full-time,M,IN,IN,Technology,100,9.7,Masters,SQL,False,False,4,3,42.9,True,7.1,INR,33088,0.044,0.5,6.5,3,False,5.2,6.3
Data Analyst,Mid,Part-time,S,US,US,Technology,50,6.9,Bachelors,Python,False,False,9,2,44.5,False,0.5,USD,55483,0.447,8.8,6.8,1,False,12.2,4.8
